object,motion,force,raw,voltage
beans,rotate,3,61262,3.0848
beans,rotate,3,61022,3.0727
beans,rotate,3,61166,3.0800
beans,rotate,3,61583,3.1010
beans,rotate,3,61471,3.0954
beans,rotate,3,61390,3.0913
beans,rotate,3,61535,3.0986
beans,rotate,3,60878,3.0655
beans,rotate,3,61422,3.0929
beans,rotate,3,60926,3.0679
beans,rotate,3,61038,3.0736
beans,rotate,3,60974,3.0703
beans,rotate,3,60974,3.0703
