object,motion,force,raw,voltage
sponge,slide,3,60638,3.0534
sponge,rotate,3,59694,3.0059
sponge,rotate,3,59870,3.0147
sponge,rotate,3,59342,2.9882
sponge,rotate,3,60190,3.0309
sponge,rotate,3,60206,3.0317
sponge,rotate,3,60350,3.0389
sponge,rotate,3,59614,3.0018
sponge,rotate,3,60190,3.0309
sponge,rotate,3,59438,2.9930
sponge,rotate,3,60014,3.0220
sponge,rotate,3,59902,3.0164
sponge,rotate,3,59822,3.0123
sponge,rotate,3,60222,3.0325
sponge,rotate,3,60446,3.0437
sponge,rotate,3,60574,3.0502
sponge,rotate,3,60718,3.0574
sponge,rotate,3,59918,3.0172
sponge,rotate,3,60654,3.0542
sponge,rotate,3,60126,3.0276
sponge,rotate,3,60286,3.0357
sponge,rotate,3,60974,3.0703
sponge,rotate,3,60734,3.0582
sponge,rotate,3,60302,3.0365
sponge,rotate,3,60126,3.0276
sponge,rotate,3,60382,3.0405
sponge,rotate,3,60142,3.0284
sponge,rotate,3,60734,3.0582
sponge,rotate,3,60174,3.0300
sponge,rotate,3,60910,3.0671
sponge,rotate,3,60782,3.0607
sponge,rotate,3,60046,3.0236
sponge,rotate,3,60494,3.0462
sponge,rotate,3,60574,3.0502
sponge,rotate,3,60862,3.0647
sponge,rotate,3,60830,3.0631
sponge,rotate,3,60830,3.0631
sponge,rotate,3,60750,3.0591
sponge,rotate,3,60910,3.0671
sponge,rotate,3,60606,3.0518
sponge,rotate,3,60270,3.0349
sponge,rotate,3,60814,3.0623
sponge,rotate,3,60334,3.0381
sponge,rotate,3,60718,3.0574
sponge,rotate,3,60734,3.0582
sponge,rotate,3,60110,3.0268
sponge,rotate,3,60766,3.0599
sponge,rotate,3,60366,3.0397
sponge,rotate,3,60542,3.0486
sponge,rotate,3,60254,3.0341
sponge,rotate,3,60350,3.0389
spoon,slide,1,304,0.0153
spoon,slide,1,320,0.0161
spoon,slide,1,304,0.0153
spoon,slide,1,336,0.0169
spoon,slide,1,336,0.0169
spoon,slide,1,288,0.0145
spoon,slide,1,352,0.0177
spoon,slide,1,320,0.0161
spoon,slide,1,336,0.0169
spoon,slide,1,448,0.0226
spoon,slide,1,320,0.0161
spoon,slide,1,800,0.0403
spoon,slide,1,864,0.0435
spoon,slide,1,976,0.0491
spoon,slide,1,864,0.0435
spoon,slide,1,608,0.0306
spoon,slide,1,640,0.0322
spoon,slide,1,688,0.0346
spoon,slide,1,336,0.0169
spoon,slide,1,320,0.0161
spoon,slide,1,320,0.0161
spoon,slide,1,384,0.0193
spoon,slide,1,384,0.0193
spoon,slide,1,304,0.0153
spoon,slide,1,320,0.0161
spoon,slide,1,336,0.0169
spoon,slide,1,320,0.0161
spoon,slide,1,320,0.0161
spoon,slide,1,352,0.0177
spoon,slide,1,320,0.0161
spoon,slide,1,384,0.0193
spoon,slide,1,320,0.0161
spoon,slide,1,320,0.0161
spoon,slide,1,320,0.0161
spoon,slide,1,320,0.0161
spoon,slide,1,384,0.0193
spoon,slide,1,288,0.0145
spoon,slide,1,320,0.0161
spoon,slide,1,848,0.0427
spoon,slide,1,864,0.0435
spoon,slide,1,880,0.0443
spoon,slide,1,832,0.0419
spoon,slide,1,752,0.0379
spoon,slide,1,720,0.0363
spoon,slide,1,464,0.0234
spoon,slide,1,336,0.0169
spoon,slide,1,336,0.0169
spoon,slide,1,320,0.0161
spoon,slide,1,512,0.0258
spoon,slide,1,320,0.0161
spoon,rotate,1,272,0.0137
spoon,rotate,1,448,0.0226
spoon,rotate,1,304,0.0153
spoon,rotate,1,688,0.0346
spoon,rotate,1,912,0.0459
spoon,rotate,1,880,0.0443
spoon,rotate,1,832,0.0419
spoon,rotate,1,736,0.0371
spoon,rotate,1,592,0.0298
spoon,rotate,1,384,0.0193
spoon,rotate,1,208,0.0105
spoon,rotate,1,320,0.0161
spoon,rotate,1,320,0.0161
spoon,rotate,1,320,0.0161
spoon,rotate,1,320,0.0161
spoon,rotate,1,320,0.0161
spoon,rotate,1,336,0.0169
spoon,rotate,1,320,0.0161
spoon,rotate,1,400,0.0201
spoon,rotate,1,320,0.0161
spoon,rotate,1,320,0.0161
spoon,rotate,1,320,0.0161
spoon,rotate,1,336,0.0169
spoon,rotate,1,512,0.0258
spoon,rotate,1,592,0.0298
spoon,rotate,1,320,0.0161
spoon,rotate,1,336,0.0169
spoon,rotate,1,320,0.0161
spoon,rotate,1,336,0.0169
spoon,rotate,1,320,0.0161
spoon,rotate,1,816,0.0411
spoon,rotate,1,896,0.0451
spoon,rotate,1,928,0.0467
spoon,rotate,1,832,0.0419
spoon,rotate,1,736,0.0371
spoon,rotate,1,608,0.0306
spoon,rotate,1,352,0.0177
spoon,rotate,1,320,0.0161
spoon,rotate,1,336,0.0169
spoon,rotate,1,320,0.0161
spoon,rotate,1,320,0.0161
spoon,rotate,1,304,0.0153
spoon,rotate,1,160,0.0081
spoon,rotate,1,320,0.0161
spoon,rotate,1,320,0.0161
spoon,rotate,1,320,0.0161
spoon,rotate,1,320,0.0161
spoon,rotate,1,336,0.0169
spoon,rotate,1,400,0.0201
spoon,rotate,1,320,0.0161
spoon,slide,2,2352,0.1184
spoon,slide,2,12435,0.6262
spoon,slide,2,22229,1.1193
spoon,slide,2,38457,1.9365
spoon,slide,2,39529,1.9905
spoon,slide,2,38473,1.9373
spoon,slide,2,36969,1.8616
spoon,slide,2,38233,1.9252
spoon,slide,2,38937,1.9607
spoon,slide,2,39625,1.9953
spoon,slide,2,39257,1.9768
spoon,slide,2,40585,2.0436
spoon,slide,2,41498,2.0896
spoon,slide,2,42602,2.1452
spoon,slide,2,44042,2.2177
spoon,slide,2,43882,2.2097
spoon,slide,2,42986,2.1646
spoon,slide,2,40505,2.0396
spoon,slide,2,35816,1.8035
spoon,slide,2,25926,1.3055
spoon,slide,2,24565,1.2370
spoon,slide,2,28422,1.4312
spoon,slide,2,31191,1.5706
spoon,slide,2,35112,1.7681
spoon,slide,2,33208,1.6722
spoon,slide,2,32423,1.6327
spoon,slide,2,30407,1.5311
spoon,slide,2,26310,1.3248
spoon,slide,2,27302,1.3748
spoon,slide,2,27494,1.3845
spoon,slide,2,29911,1.5062
spoon,slide,2,31527,1.5875
spoon,slide,2,33976,1.7109
spoon,slide,2,35240,1.7745
spoon,slide,2,36104,1.8180
spoon,slide,2,33848,1.7044
spoon,slide,2,32247,1.6238
spoon,slide,2,33496,1.6867
spoon,slide,2,34184,1.7213
spoon,slide,2,35240,1.7745
spoon,slide,2,37289,1.8777
spoon,slide,2,38617,1.9446
spoon,slide,2,38313,1.9292
spoon,slide,2,38233,1.9252
spoon,slide,2,37977,1.9123
spoon,slide,2,37737,1.9002
spoon,slide,2,38681,1.9478
spoon,slide,2,38601,1.9437
spoon,slide,2,36744,1.8502
spoon,slide,2,36328,1.8293
spoon,rotate,2,53773,2.7077
spoon,rotate,2,54477,2.7432
spoon,rotate,2,55325,2.7859
spoon,rotate,2,55389,2.7891
spoon,rotate,2,55773,2.8084
spoon,rotate,2,55757,2.8076
spoon,rotate,2,56045,2.8221
spoon,rotate,2,56221,2.8310
spoon,rotate,2,55677,2.8036
spoon,rotate,2,54205,2.7295
spoon,rotate,2,53148,2.6763
spoon,rotate,2,53485,2.6932
spoon,rotate,2,53613,2.6997
spoon,rotate,2,53581,2.6981
spoon,rotate,2,54045,2.7214
spoon,rotate,2,53517,2.6948
spoon,rotate,2,52028,2.6199
spoon,rotate,2,53517,2.6948
spoon,rotate,2,53853,2.7118
spoon,rotate,2,54061,2.7222
spoon,rotate,2,54317,2.7351
spoon,rotate,2,55085,2.7738
spoon,rotate,2,55037,2.7714
spoon,rotate,2,55709,2.8052
spoon,rotate,2,56765,2.8584
spoon,rotate,2,56813,2.8608
spoon,rotate,2,57678,2.9044
spoon,rotate,2,57790,2.9100
spoon,rotate,2,57710,2.9060
spoon,rotate,2,57406,2.8907
spoon,rotate,2,57341,2.8874
spoon,rotate,2,57341,2.8874
spoon,rotate,2,57341,2.8874
spoon,rotate,2,58014,2.9213
spoon,rotate,2,58030,2.9221
spoon,rotate,2,57870,2.9140
spoon,rotate,2,58398,2.9406
spoon,rotate,2,57341,2.8874
spoon,rotate,2,57646,2.9028
spoon,rotate,2,57341,2.8874
spoon,rotate,2,58174,2.9293
spoon,rotate,2,58574,2.9495
spoon,rotate,2,58590,2.9503
spoon,rotate,2,57886,2.9148
spoon,rotate,2,58846,2.9632
spoon,rotate,2,58014,2.9213
spoon,rotate,2,57566,2.8987
spoon,rotate,2,57518,2.8963
spoon,rotate,2,57630,2.9019
spoon,rotate,2,57870,2.9140
spoon,slide,3,59806,3.0115
spoon,slide,3,60702,3.0566
spoon,slide,3,59982,3.0204
spoon,slide,3,59966,3.0196
spoon,slide,3,60078,3.0252
spoon,slide,3,60638,3.0534
spoon,slide,3,59998,3.0212
spoon,slide,3,60910,3.0671
spoon,slide,3,60862,3.0647
spoon,slide,3,60750,3.0591
spoon,slide,3,60686,3.0558
spoon,slide,3,60878,3.0655
spoon,slide,3,60878,3.0655
spoon,slide,3,60430,3.0429
spoon,slide,3,61006,3.0719
spoon,slide,3,60622,3.0526
spoon,slide,3,61134,3.0784
spoon,slide,3,60638,3.0534
spoon,slide,3,60254,3.0341
spoon,slide,3,60574,3.0502
spoon,slide,3,60318,3.0373
spoon,slide,3,61198,3.0816
spoon,slide,3,60942,3.0687
spoon,slide,3,61070,3.0752
spoon,slide,3,60334,3.0381
spoon,slide,3,60782,3.0607
spoon,slide,3,60446,3.0437
spoon,slide,3,60702,3.0566
spoon,slide,3,60558,3.0494
spoon,slide,3,60238,3.0333
spoon,slide,3,60174,3.0300
spoon,slide,3,60782,3.0607
spoon,slide,3,60942,3.0687
spoon,slide,3,60574,3.0502
spoon,slide,3,60110,3.0268
spoon,slide,3,60174,3.0300
spoon,slide,3,60190,3.0309
spoon,slide,3,60718,3.0574
spoon,slide,3,60174,3.0300
spoon,slide,3,60094,3.0260
spoon,slide,3,60558,3.0494
spoon,slide,3,60766,3.0599
spoon,slide,3,60254,3.0341
spoon,slide,3,60350,3.0389
spoon,slide,3,60830,3.0631
spoon,slide,3,60798,3.0615
spoon,slide,3,60686,3.0558
spoon,slide,3,60894,3.0663
spoon,slide,3,60174,3.0300
spoon,slide,3,60302,3.0365
spoon,rotate,3,60606,3.0518
spoon,rotate,3,61198,3.0816
spoon,rotate,3,60606,3.0518
spoon,rotate,3,61230,3.0832
spoon,rotate,3,60622,3.0526
spoon,rotate,3,61358,3.0897
spoon,rotate,3,61294,3.0864
spoon,rotate,3,61342,3.0889
spoon,rotate,3,61342,3.0889
spoon,rotate,3,61727,3.1082
spoon,rotate,3,61455,3.0946
spoon,rotate,3,60990,3.0711
spoon,rotate,3,60862,3.0647
spoon,rotate,3,61711,3.1074
spoon,rotate,3,61422,3.0929
spoon,rotate,3,61230,3.0832
spoon,rotate,3,61519,3.0978
spoon,rotate,3,60910,3.0671
spoon,rotate,3,61326,3.0881
spoon,rotate,3,61487,3.0962
spoon,rotate,3,60862,3.0647
spoon,rotate,3,61246,3.0840
spoon,rotate,3,61102,3.0768
spoon,rotate,3,60702,3.0566
spoon,rotate,3,60350,3.0389
spoon,rotate,3,59966,3.0196
spoon,rotate,3,60430,3.0429
spoon,rotate,3,60862,3.0647
spoon,rotate,3,60686,3.0558
spoon,rotate,3,60574,3.0502
spoon,rotate,3,60814,3.0623
spoon,rotate,3,60366,3.0397
spoon,rotate,3,60526,3.0478
spoon,rotate,3,60654,3.0542
spoon,rotate,3,61006,3.0719
spoon,rotate,3,60686,3.0558
spoon,rotate,3,60238,3.0333
spoon,rotate,3,60766,3.0599
spoon,rotate,3,61326,3.0881
spoon,rotate,3,60990,3.0711
spoon,rotate,3,61086,3.0760
spoon,rotate,3,61214,3.0824
spoon,rotate,3,61022,3.0727
spoon,rotate,3,61503,3.0970
spoon,rotate,3,61599,3.1018
spoon,rotate,3,61278,3.0856
spoon,rotate,3,61695,3.1066
spoon,rotate,3,60990,3.0711
spoon,rotate,3,61471,3.0954
spoon,rotate,3,61455,3.0946
bottle,slide,1,336,0.0169
bottle,slide,1,320,0.0161
bottle,slide,1,320,0.0161
bottle,slide,1,320,0.0161
bottle,slide,1,320,0.0161
bottle,slide,1,160,0.0081
bottle,slide,1,320,0.0161
bottle,slide,1,320,0.0161
bottle,slide,1,336,0.0169
bottle,slide,1,320,0.0161
bottle,slide,1,320,0.0161
bottle,slide,1,336,0.0169
bottle,slide,1,336,0.0169
bottle,slide,1,768,0.0387
bottle,slide,1,928,0.0467
bottle,slide,1,896,0.0451
bottle,slide,1,752,0.0379
bottle,slide,1,592,0.0298
bottle,slide,1,656,0.0330
bottle,slide,1,320,0.0161
bottle,slide,1,320,0.0161
bottle,slide,1,432,0.0218
bottle,slide,1,336,0.0169
bottle,slide,1,320,0.0161
bottle,slide,1,160,0.0081
bottle,slide,1,336,0.0169
bottle,slide,1,352,0.0177
bottle,slide,1,320,0.0161
bottle,slide,1,336,0.0169
bottle,slide,1,432,0.0218
bottle,slide,1,320,0.0161
bottle,slide,1,320,0.0161
bottle,slide,1,336,0.0169
bottle,slide,1,320,0.0161
bottle,slide,1,336,0.0169
bottle,slide,1,320,0.0161
bottle,slide,1,304,0.0153
bottle,slide,1,256,0.0129
bottle,slide,1,336,0.0169
bottle,slide,1,384,0.0193
bottle,slide,1,320,0.0161
bottle,slide,1,944,0.0475
bottle,slide,1,912,0.0459
bottle,slide,1,800,0.0403
bottle,slide,1,864,0.0435
bottle,slide,1,896,0.0451
bottle,slide,1,672,0.0338
bottle,slide,1,576,0.0290
bottle,slide,1,336,0.0169
bottle,slide,1,512,0.0258
bottle,rotate,1,320,0.0161
bottle,rotate,1,496,0.0250
bottle,rotate,1,352,0.0177
bottle,rotate,1,320,0.0161
bottle,rotate,1,480,0.0242
bottle,rotate,1,320,0.0161
bottle,rotate,1,352,0.0177
bottle,rotate,1,512,0.0258
bottle,rotate,1,320,0.0161
bottle,rotate,1,336,0.0169
bottle,rotate,1,416,0.0209
bottle,rotate,1,320,0.0161
bottle,rotate,1,336,0.0169
bottle,rotate,1,224,0.0113
bottle,rotate,1,768,0.0387
bottle,rotate,1,928,0.0467
bottle,rotate,1,912,0.0459
bottle,rotate,1,832,0.0419
bottle,rotate,1,704,0.0354
bottle,rotate,1,496,0.0250
bottle,rotate,1,304,0.0153
bottle,rotate,1,448,0.0226
bottle,rotate,1,320,0.0161
bottle,rotate,1,336,0.0169
bottle,rotate,1,448,0.0226
bottle,rotate,1,320,0.0161
bottle,rotate,1,320,0.0161
bottle,rotate,1,320,0.0161
bottle,rotate,1,336,0.0169
bottle,rotate,1,320,0.0161
bottle,rotate,1,320,0.0161
bottle,rotate,1,336,0.0169
bottle,rotate,1,288,0.0145
bottle,rotate,1,336,0.0169
bottle,rotate,1,304,0.0153
bottle,rotate,1,320,0.0161
bottle,rotate,1,288,0.0145
bottle,rotate,1,320,0.0161
bottle,rotate,1,400,0.0201
bottle,rotate,1,320,0.0161
bottle,rotate,1,320,0.0161
bottle,rotate,1,144,0.0073
bottle,rotate,1,912,0.0459
bottle,rotate,1,896,0.0451
bottle,rotate,1,880,0.0443
bottle,rotate,1,848,0.0427
bottle,rotate,1,656,0.0330
bottle,rotate,1,320,0.0161
bottle,rotate,1,336,0.0169
bottle,rotate,1,208,0.0105
bottle,slide,2,51100,2.5731
bottle,slide,2,51292,2.5828
bottle,slide,2,51516,2.5941
bottle,slide,2,51900,2.6134
bottle,slide,2,52316,2.6344
bottle,slide,2,53261,2.6819
bottle,slide,2,53148,2.6763
bottle,slide,2,52172,2.6271
bottle,slide,2,53565,2.6973
bottle,slide,2,54605,2.7496
bottle,slide,2,54237,2.7311
bottle,slide,2,55101,2.7746
bottle,slide,2,55981,2.8189
bottle,slide,2,56093,2.8246
bottle,slide,2,55485,2.7939
bottle,slide,2,56253,2.8326
bottle,slide,2,57133,2.8769
bottle,slide,2,57037,2.8721
bottle,slide,2,56317,2.8358
bottle,slide,2,56909,2.8656
bottle,slide,2,56013,2.8205
bottle,slide,2,55901,2.8149
bottle,slide,2,55517,2.7955
bottle,slide,2,54957,2.7673
bottle,slide,2,55501,2.7947
bottle,slide,2,54781,2.7585
bottle,slide,2,54333,2.7359
bottle,slide,2,54301,2.7343
bottle,slide,2,54125,2.7255
bottle,slide,2,53853,2.7118
bottle,slide,2,54237,2.7311
bottle,slide,2,53965,2.7174
bottle,slide,2,54669,2.7528
bottle,slide,2,53789,2.7085
bottle,slide,2,54189,2.7287
bottle,slide,2,55405,2.7899
bottle,slide,2,55629,2.8012
bottle,slide,2,55213,2.7802
bottle,slide,2,54701,2.7545
bottle,slide,2,54429,2.7408
bottle,slide,2,54557,2.7472
bottle,slide,2,54637,2.7512
bottle,slide,2,54429,2.7408
bottle,slide,2,54749,2.7569
bottle,slide,2,54333,2.7359
bottle,slide,2,54029,2.7206
bottle,slide,2,54349,2.7367
bottle,slide,2,53981,2.7182
bottle,slide,2,54429,2.7408
bottle,slide,2,54445,2.7416
bottle,rotate,2,57341,2.8874
bottle,rotate,2,57374,2.8891
bottle,rotate,2,57197,2.8801
bottle,rotate,2,57614,2.9011
bottle,rotate,2,57165,2.8785
bottle,rotate,2,56525,2.8463
bottle,rotate,2,53821,2.7101
bottle,rotate,2,56637,2.8519
bottle,rotate,2,57085,2.8745
bottle,rotate,2,57101,2.8753
bottle,rotate,2,57229,2.8818
bottle,rotate,2,57502,2.8955
bottle,rotate,2,57309,2.8858
bottle,rotate,2,57341,2.8874
bottle,rotate,2,56781,2.8592
bottle,rotate,2,56653,2.8527
bottle,rotate,2,56925,2.8664
bottle,rotate,2,57309,2.8858
bottle,rotate,2,57117,2.8761
bottle,rotate,2,57374,2.8891
bottle,rotate,2,57678,2.9044
bottle,rotate,2,57806,2.9108
bottle,rotate,2,57341,2.8874
bottle,rotate,2,57870,2.9140
bottle,rotate,2,57245,2.8826
bottle,rotate,2,57422,2.8915
bottle,rotate,2,57037,2.8721
bottle,rotate,2,57181,2.8793
bottle,rotate,2,57005,2.8705
bottle,rotate,2,55581,2.7988
bottle,rotate,2,55453,2.7923
bottle,rotate,2,55501,2.7947
bottle,rotate,2,55565,2.7980
bottle,rotate,2,56301,2.8350
bottle,rotate,2,56605,2.8503
bottle,rotate,2,57422,2.8915
bottle,rotate,2,57341,2.8874
bottle,rotate,2,58046,2.9229
bottle,rotate,2,57966,2.9189
bottle,rotate,2,57678,2.9044
bottle,rotate,2,57870,2.9140
bottle,rotate,2,58718,2.9567
bottle,rotate,2,57950,2.9181
bottle,rotate,2,57838,2.9124
bottle,rotate,2,58014,2.9213
bottle,rotate,2,57341,2.8874
bottle,rotate,2,57422,2.8915
bottle,rotate,2,57101,2.8753
bottle,rotate,2,56797,2.8600
bottle,rotate,2,57117,2.8761
bottle,slide,3,60894,3.0663
bottle,slide,3,60526,3.0478
bottle,slide,3,60222,3.0325
bottle,slide,3,60462,3.0446
bottle,slide,3,60958,3.0695
bottle,slide,3,60622,3.0526
bottle,slide,3,60670,3.0550
bottle,slide,3,60606,3.0518
bottle,slide,3,60654,3.0542
bottle,slide,3,60046,3.0236
bottle,slide,3,60334,3.0381
bottle,slide,3,59742,3.0083
bottle,slide,3,60078,3.0252
bottle,slide,3,59886,3.0155
bottle,slide,3,60062,3.0244
bottle,slide,3,60174,3.0300
bottle,slide,3,59870,3.0147
bottle,slide,3,59998,3.0212
bottle,slide,3,60094,3.0260
bottle,slide,3,60350,3.0389
bottle,slide,3,60894,3.0663
bottle,slide,3,60878,3.0655
bottle,slide,3,60846,3.0639
bottle,slide,3,61022,3.0727
bottle,slide,3,60894,3.0663
bottle,slide,3,60702,3.0566
bottle,slide,3,60478,3.0454
bottle,slide,3,60014,3.0220
bottle,slide,3,60062,3.0244
bottle,slide,3,60238,3.0333
bottle,slide,3,59870,3.0147
bottle,slide,3,60638,3.0534
bottle,slide,3,60670,3.0550
bottle,slide,3,59870,3.0147
bottle,slide,3,60590,3.0510
bottle,slide,3,59966,3.0196
bottle,slide,3,60350,3.0389
bottle,slide,3,60734,3.0582
bottle,slide,3,60158,3.0292
bottle,slide,3,60574,3.0502
bottle,slide,3,59838,3.0131
bottle,slide,3,60446,3.0437
bottle,slide,3,59822,3.0123
bottle,slide,3,59694,3.0059
bottle,slide,3,60222,3.0325
bottle,slide,3,59934,3.0180
bottle,slide,3,60014,3.0220
bottle,slide,3,59758,3.0091
bottle,slide,3,59870,3.0147
bottle,slide,3,59966,3.0196
bottle,rotate,3,60302,3.0365
bottle,rotate,3,60942,3.0687
bottle,rotate,3,60142,3.0284
bottle,rotate,3,60046,3.0236
bottle,rotate,3,60750,3.0591
bottle,rotate,3,52124,2.6247
bottle,rotate,3,54077,2.7230
bottle,rotate,3,51964,2.6166
bottle,rotate,3,51292,2.5828
bottle,rotate,3,53597,2.6989
bottle,rotate,3,56509,2.8455
bottle,rotate,3,57870,2.9140
bottle,rotate,3,57790,2.9100
bottle,rotate,3,58398,2.9406
bottle,rotate,3,59582,3.0002
bottle,rotate,3,59150,2.9785
bottle,rotate,3,59582,3.0002
bottle,rotate,3,59214,2.9817
bottle,rotate,3,58974,2.9696
bottle,rotate,3,59550,2.9986
bottle,rotate,3,59934,3.0180
bottle,rotate,3,60382,3.0405
bottle,rotate,3,60334,3.0381
bottle,rotate,3,59614,3.0018
bottle,rotate,3,59694,3.0059
bottle,rotate,3,59806,3.0115
bottle,rotate,3,60238,3.0333
bottle,rotate,3,60398,3.0413
bottle,rotate,3,60174,3.0300
bottle,rotate,3,60318,3.0373
bottle,rotate,3,59950,3.0188
bottle,rotate,3,60318,3.0373
bottle,rotate,3,60558,3.0494
bottle,rotate,3,60046,3.0236
bottle,rotate,3,59966,3.0196
bottle,rotate,3,60062,3.0244
bottle,rotate,3,60734,3.0582
bottle,rotate,3,60174,3.0300
bottle,rotate,3,60142,3.0284
bottle,rotate,3,60990,3.0711
bottle,rotate,3,60990,3.0711
bottle,rotate,3,61070,3.0752
bottle,rotate,3,60846,3.0639
bottle,rotate,3,60286,3.0357
bottle,rotate,3,60878,3.0655
bottle,rotate,3,60302,3.0365
bottle,rotate,3,60526,3.0478
bottle,rotate,3,60446,3.0437
bottle,rotate,3,60238,3.0333
bottle,rotate,3,60766,3.0599
